tick,t,ms_per_tick,fauna_n,flora_n,capacity,free_slots,flora_mass,flora_mass_mean,struct_mean,struct_std,uptake_mean,uptake_std,cells_occupied,per_cell_max,per_cell_mean,shared_cell_frac,struct_temp_corr,uptake_nutr_corr,uptake_mass_corr,flora_band0,struct_band0,flora_band1,struct_band1,flora_band2,struct_band2,flora_band3,struct_band3,flora_band4,struct_band4,flora_band5,struct_band5,flora_band6,struct_band6,flora_band7,struct_band7,nutr_free,nutr_in_flora,nutr_in_detritus,nutr_total,nutr_added,nutr_lost,nutr_unaccounted,detritus_mass,detritus_cells,detritus_struct,fauna_mass,label
20000,400.0,2.9114,14,167,256,75,0.05463576133479364,0.0003271602475137344,0.5600383908091905,0.13959580948413186,0.6655735184332567,0.17559889567756973,159,3,1.050314465408805,0.08982035928143713,0.22070187207143954,0.052363502853555975,-0.1479106581626149,25,0.5570249712467193,14,0.5858395525387355,17,0.6046093176392948,31,0.5106117984940929,18,0.5752836151255502,16,0.5571087375283241,21,0.5882517411595299,25,0.5467831063270568,0.0011598701487043383,0.0008248254897554869,1.7407667340490215e-05,0.0020021033058003155,0.0013107200000001926,7.072544631693228e-06,0.0006984558504318161,0.0013754835309174318,174,0.9908491373062134,9.978497775740504,bas1
20500,410.0,2.916,14,168,256,74,0.05498691867978778,0.00032730308737968913,0.5606632177673635,0.13956399823006244,0.6676318496465683,0.17643901802821063,160,3,1.05,0.08928571428571429,0.20131419224820096,0.06809321769812733,-0.16622640075182737,26,0.5573476403951645,14,0.5858395525387355,17,0.6046093176392948,31,0.5106117984940929,19,0.5818666549105393,16,0.5571087375283241,21,0.5882517411595299,24,0.5445338015755018,0.001191849217244764,0.0008296494535499344,1.2403442159264294e-05,0.0020339021129539628,0.0013434880000002297,7.993615385008623e-06,0.0006984077283387416,0.001292520656188234,175,0.9919299483299255,9.978497775740504,bas1
21000,420.0,2.9201,14,168,256,74,0.055628102032642346,0.00033111965495620445,0.5606632177673635,0.13956399823006244,0.6676318496465683,0.17643901802821063,160,3,1.05,0.08928571428571429,0.18947845854815165,0.036162631470910714,-0.16775602460165262,26,0.5573476403951645,14,0.5858395525387355,17,0.6046093176392948,31,0.5106117984940929,19,0.5818666549105393,16,0.5571087375283241,21,0.5882517411595299,24,0.5445338015755018,0.0012207909357113645,0.0008386744144010745,6.5796081527240704e-06,0.002066044958265163,0.001376256000000267,8.576177803513997e-06,0.0006983651360684101,0.0010181225857284204,175,0.9950593113899231,9.978497775740504,bas1
21500,430.0,2.9236,14,170,256,72,0.05627312124124728,0.00033101836024263106,0.559727223480449,0.1392678343206999,0.6691892420544344,0.1760165599393506,161,3,1.0559006211180124,0.1,0.18990744067673385,0.028111791914310784,-0.18090674621582659,27,0.5574409288388712,14,0.5858395525387355,17,0.6046093176392948,32,0.507228335365653,19,0.5818666549105393,16,0.5571087375283241,21,0.5882517411595299,24,0.5445338015755018,0.001246924214878637,0.0008477487213368216,3.796175940903182e-06,0.002098469112156362,0.001409024000000304,8.8549233357722e-06,0.00069830003549183,0.0008468733644813042,175,0.9971643090248108,9.978497775740504,bas1
22000,440.0,2.9278,14,169,256,73,0.05687963193122414,0.00033656586941552746,0.5596935717311836,0.13967857247741428,0.6688162984227287,0.1764695696859065,160,3,1.05625,0.10059171597633136,0.1847359544791212,0.0352221885274192,-0.18043974395899817,26,0.5571342580593549,14,0.5858395525387355,17,0.6046093176392948,32,0.507228335365653,19,0.5818666549105393,16,0.5571087375283241,21,0.5882517411595299,24,0.5445338015755018,0.0012719771114165204,0.0008561992677843965,2.844276215202755e-06,0.0021310206554161198,0.0014417920000003412,9.01706662533205e-06,0.0006982457220411106,0.000761220132445839,177,0.9963560104370117,9.978497775740504,bas1
22500,450.0,2.9328,13,168,256,75,0.05716652026967495,0.0003402769063671128,0.5606678268384366,0.13951998042955707,0.6692546811841783,0.1769022239090933,159,3,1.0566037735849056,0.10119047619047619,0.1914750329193265,0.07386636910057878,-0.18195043619635023,26,0.5571342580593549,13,0.6004411555253543,17,0.6046093176392948,32,0.507228335365653,19,0.5818666549105393,16,0.5571087375283241,21,0.5882517411595299,24,0.5445338015755018,0.0024953488779073754,0.0008577023054631349,0.01034445477878919,0.013697505962159701,0.0014745600000003784,0.000142400046071088,0.01236534600823041,0.34971516701896643,200,0.9130722284317017,9.59459919563803,bas1
23000,460.0,2.9365,13,169,256,74,0.0578982305014506,0.00034259307989024023,0.5597309815813098,0.13963557075827562,0.6698271505226044,0.1765340761166992,159,3,1.0628930817610063,0.10650887573964497,0.20364229698447553,0.08183308255869366,-0.1878398451069276,26,0.5571342580593549,13,0.6004411555253543,17,0.6046093176392948,33,0.5040499306086338,19,0.5818666549105393,16,0.5571087375283241,21,0.5882517411595299,24,0.5445338015755018,0.007486995833645647,0.0008682148529855407,0.004822670253927852,0.01317788094055904,0.0015073280000004155,0.0006945807704569999,0.012365133711015623,0.17977051984451653,204,0.9239630699157715,9.59459919563803,bas1
23500,470.0,2.9405,13,170,256,73,0.05865779217128875,0.0003450458363016985,0.5588957535869935,0.1396470312578601,0.6710590429165784,0.17674113325755866,159,3,1.069182389937107,0.11764705882352941,0.2081180654071794,0.08518476972775148,-0.1989562402349063,26,0.5571342580593549,13,0.6004411555253543,17,0.6046093176392948,33,0.5040499306086338,19,0.5818666549105393,17,0.5489107072353363,21,0.5882517411595299,24,0.5445338015755018,0.009811706737650168,0.0008792023720354842,0.002263612753999801,0.012954521863685453,0.0015400960000004527,0.0009504878917667596,0.01236491375545176,0.09917541743659797,207,0.9374635815620422,9.59459919563803,bas1
24000,480.0,2.9442,13,173,256,70,0.05944117139733862,0.00034359058611178395,0.5584968357761472,0.1395346948749768,0.6707783809976081,0.17857812005170612,161,3,1.0745341614906831,0.12716763005780346,0.21954464872568266,0.08709652847815665,-0.190372505207457,26,0.5571342580593549,13,0.6004411555253543,17,0.6046093176392948,33,0.5040499306086338,20,0.575855641067028,17,0.5489107072353363,23,0.5869267245997554,24,0.5445338015755018,0.010901663163231658,0.000890556190863866,0.001075969641693154,0.012868188995788678,0.0015728640000004898,0.0010692549794829751,0.012364579975271163,0.06014677033285576,213,0.9537031054496765,9.59459919563803,bas1
24500,490.0,2.9481,13,175,256,68,0.06026577933880617,0.0003443758819360353,0.5587479432991572,0.13877942734035487,0.6725565763882229,0.17832507323729038,163,3,1.0736196319018405,0.12571428571428572,0.22876589056316485,0.0865027811166358,-0.2032671365750513,26,0.5571342580593549,13,0.6004411555253543,17,0.6046093176392948,33,0.5040499306086338,20,0.575855641067028,18,0.5493030564652549,23,0.5869267245997554,25,0.5469510293006897,0.01141982964333074,0.0009024298568004719,0.0005232932741110092,0.012845552774242222,0.001605632000000527,0.001124524108404517,0.012364444882646212,0.040532473832770366,215,0.9684938788414001,9.59459919563803,bas1
25000,500.0,2.9514,13,176,256,67,0.06112990475594415,0.0003473290042951372,0.5599514325572685,0.139297404107013,0.6730440841479735,0.17793465668796787,164,3,1.0731707317073171,0.125,0.23134283285295434,0.0871609389164168,-0.20755707024088382,26,0.5571342580593549,13,0.6004411555253543,17,0.6046093176392948,33,0.5040499306086338,20,0.575855641067028,18,0.5493030564652549,23,0.5869267245997554,26,0.5555514532786149,0.011672742053627,0.0009148517826937221,0.00026478437369578943,0.012852378210016512,0.0016384000000005641,0.0011503763395883267,0.012364354549604275,0.0300742139178114,217,0.9805077314376831,9.59459919563803,bas1
25500,510.0,2.954,13,178,256,65,0.06204810911003733,0.00034858488264065916,0.5601785325267342,0.13883375895723138,0.6736666365955652,0.17704367877605143,166,3,1.072289156626506,0.12359550561797752,0.2321997441531328,0.08721396624626004,-0.21099541312948586,26,0.5571342580593549,13,0.6004411555253543,17,0.6046093176392948,33,0.5040499306086338,20,0.575855641067028,19,0.5554922677968678,23,0.5869267245997554,27,0.5532506064132408,0.011802251713126773,0.0009279908396151116,0.00014268784810217403,0.012872930400844059,0.0016711680000006013,0.0011625860857065653,0.012364348486550023,0.02399736332475877,217,0.9886845350265503,9.59459919563803,bas1
26000,520.0,2.9574,13,179,256,64,0.06238446096176631,0.0003485165416858453,0.5581643917707092,0.13847016493399256,0.6727656826959642,0.17777848295065263,167,3,1.0718562874251496,0.12290502793296089,0.22350485397648603,0.08842072170712205,-0.19839752302039135,27,0.555591058951837,13,0.6004411555253543,17,0.6046093176392948,32,0.49735894333571196,21,0.5675930380821228,19,0.5554922677968678,23,0.5869267245997554,27,0.5532506064132408,0.011876867170259292,0.0009348948727108861,8.778582511963984e-05,0.012899547868089818,0.0017039360000006385,0.0011687414120608395,0.01236435328015002,0.020575466427146916,218,0.9929252862930298,9.59459919563803,bas1
26500,530.0,2.9596,12,181,256,63,0.0633621225351817,0.00035006697533249555,0.5590114196690407,0.13867202878164647,0.6719244129091336,0.17778727651738122,169,3,1.0710059171597632,0.12154696132596685,0.18662515383502826,0.08952482803532955,-0.18880145648384594,27,0.555591058951837,13,0.6004411555253543,17,0.6046093176392948,33,0.4974110596107714,21,0.5675930380821228,19,0.5554922677968678,23,0.5869267245997554,28,0.561011729495866,0.021592733523556895,0.000948791933452763,0.010466756998923228,0.03300828245593289,0.0017367040000006756,0.0022461864951652407,0.033517764951097456,0.9236586776357948,237,0.9721938371658325,8.316568645416384,bas1
27000,540.0,2.9625,11,183,256,62,0.06407226571172941,0.00035012167055589846,0.5605575588882946,0.13851899382717428,0.6735489313068286,0.17769982360611294,170,3,1.076470588235294,0.13114754098360656,0.16473419291548425,0.08745017144804017,-0.20374340948704117,27,0.555591058951837,13,0.6004411555253543,17,0.6046093176392948,32,0.5003819996491075,21,0.5675930380821228,21,0.5543499262559981,24,0.5923177748918533,28,0.561011729495866,0.02824081549537021,0.0009572211455055739,0.02095364204135545,0.050151678682231235,0.0017694720000007128,0.0029827557781488727,0.051364962460379394,1.6182311226995538,259,0.9473888874053955,7.340809549523266,bas1
27500,550.0,2.9614,10,188,256,58,0.0651143464492634,0.00034635290664501803,0.5592175601644719,0.13758569709692547,0.6767748797193487,0.1773914178991413,174,3,1.0804597701149425,0.13829787234042554,0.14182977751022272,0.08729638108618835,-0.22591412158331847,29,0.5526673865729365,13,0.6004411555253543,18,0.598686416943868,33,0.49709135745510913,22,0.5706426501274109,21,0.5543499262559981,24,0.5923177748918533,28,0.561011729495866,0.04682517531774577,0.0009721787107369226,0.020010927318504984,0.06780828134698767,0.00180224000000075,0.005045707019410455,0.07105174836639738,1.572378249349121,278,0.9176816344261169,6.66280052854706,bas1
28000,560.0,2.9615,10,190,256,56,0.06623448108075536,0.0003486025320039756,0.5604273043180766,0.1375961786404041,0.6739926325647454,0.1785058980060169,174,3,1.0919540229885059,0.15789473684210525,0.1304825692096309,0.0896905677871893,-0.20024602702892366,29,0.5526673865729365,13,0.6004411555253543,18,0.598686416943868,35,0.5072086087294987,22,0.5706426501274109,21,0.5543499262559981,24,0.5923177748918533,28,0.561011729495866,0.05572052431900602,0.0009885400981279988,0.010145369237879148,0.06685443365501317,0.001835008000000787,0.00603226329683337,0.07105168895184576,1.1703742837208886,282,0.9409881234169006,6.66280052854706,bas1
28500,570.0,2.9613,9,191,256,56,0.06740329888998531,0.0003528968528271482,0.5614327591751258,0.13793354468016025,0.6725986181753468,0.1790719101319216,175,3,1.0914285714285714,0.15706806282722513,0.1258255953115651,0.08844166596497081,-0.1899731202482237,29,0.5526673865729365,13,0.6004411555253543,18,0.598686416943868,36,0.5140214024318589,22,0.5706426501274109,21,0.5543499262559981,24,0.5923177748918533,28,0.561011729495866,0.06081058480035154,0.001005617025391094,0.01684695682089305,0.07866315864663569,0.0018677760000008242,0.006596083210697751,0.08339146585733262,1.6776706709897957,301,0.9356932640075684,5.900486305444907,bas1
29000,580.0,2.9591,9,193,256,54,0.06849831329964218,0.00035491354041265375,0.5622244968315481,0.13746326050497684,0.6735038612173011,0.17845507509934364,177,3,1.0903954802259888,0.15544041450777202,0.13164428276424245,0.07828879747116951,-0.2005843774516567,28,0.5522121371967452,13,0.6004411555253543,20,0.603073388338089,36,0.5140214024318589,22,0.5706426501274109,22,0.5544237020340833,24,0.5923177748918533,28,0.561011729495866,0.06801071263255161,0.00102158187196865,0.008865215710955636,0.07789751021547589,0.0019005440000008614,0.007394470625259289,0.08339143684073431,1.3104049134033438,301,0.9585007429122925,5.900486305444907,bas1
29500,590.0,2.9574,9,194,256,53,0.0697798731016519,0.00035969006753428813,0.5633950583713571,0.13806953511706335,0.6716509340042921,0.17984630261384918,178,3,1.0898876404494382,0.15463917525773196,0.13781991784821102,0.07346408560580724,-0.18797531758917937,28,0.5522121371967452,14,0.6139320326702935,20,0.603073388338089,36,0.5140214024318589,22,0.5706426501274109,22,0.5544237020340833,24,0.5923177748918533,28,0.561011729495866,0.07145492106554567,0.0010404404709963698,0.005053774399048121,0.07754913593559017,0.0019333120000008986,0.0077756150659185185,0.08339143900150779,1.0821229449737275,302,0.9755274057388306,5.900486305444907,bas1
30000,600.0,2.9543,7,193,256,56,0.07085050626119482,0.000367101068710854,0.5649461767834085,0.13746375132568062,0.6712834441291236,0.18022979767463296,178,3,1.0842696629213484,0.14507772020725387,0.1387377802157908,0.08603992666065023,-0.19130804100817445,29,0.5524749272856219,14,0.6139320326702935,20,0.603073388338089,36,0.5140214024318589,21,0.575832948798225,22,0.5544237020340833,24,0.5923177748918533,27,0.5683745388631467,0.07870110677986547,0.00105506162477929,0.012908546074137432,0.0926647144787822,0.0019660800000009357,0.008579363389185014,0.09927799786796629,1.756986466052814,341,0.9504525065422058,4.874702069668194,bas1
30500,610.0,2.9513,7,196,256,53,0.07238193506782409,0.00036929558708073516,0.5670547901975865,0.1375646065819149,0.6711440731068047,0.18087872119992013,180,3,1.0888888888888888,0.15306122448979592,0.15172794003426765,0.0923437571365114,-0.1901202010348093,30,0.5589587022860845,14,0.6139320326702935,20,0.603073388338089,37,0.5174551678670419,21,0.575832948798225,22,0.5544237020340833,25,0.5974277782440186,27,0.5683745388631467,0.08382907342644766,0.0010784084644500386,0.00722111604294114,0.09212859793383883,0.001998848000000973,0.009148107619067996,0.09927785755290586,1.4369438670803791,341,0.9702097177505493,4.874702069668194,bas1
31000,620.0,2.9458,6,196,256,54,0.07399812103176373,0.00037754143383552925,0.5666051543488795,0.1375839869934808,0.6700439921447209,0.18054135484212155,180,3,1.0888888888888888,0.15306122448979592,0.178957046002528,0.08820048473858949,-0.18470875079412225,30,0.5589587022860845,15,0.6074589550495147,20,0.603073388338089,37,0.5174551678670419,21,0.575832948798225,22,0.5544237020340833,25,0.5974277782440186,26,0.5669672328692216,0.09924172470805843,0.0011033999011965784,0.023725205865924227,0.12407033047517925,0.00203161600000101,0.010859865387567736,0.13289857986274597,2.016317671691337,357,0.9450756907463074,3.635350683505116,bas1
31500,630.0,2.9392,6,197,256,53,0.07568085016828263,0.0003841667521232621,0.5661882523655286,0.1377955371318971,0.6677911845863168,0.18119240318726246,181,3,1.0883977900552486,0.15228426395939088,0.20739972891159045,0.06652568104270062,-0.16336071709958722,30,0.5537388602892558,15,0.6074589550495147,20,0.603073388338089,38,0.5207082088056364,21,0.575832948798225,22,0.5544237020340833,25,0.5974277782440186,26,0.5669672328692216,0.10964888748960311,0.0011294658497890998,0.012166852017494834,0.12294520535688704,0.002064384000001047,0.012015640126082323,0.1328964614829683,1.5272979252738939,357,0.9606531262397766,3.635350683505116,bas1
32000,640.0,2.9332,6,203,256,47,0.07720949393842602,0.0003803423346720494,0.5694576099588367,0.13842342805056906,0.6663532527209503,0.18181612546400797,186,3,1.0913978494623655,0.15763546798029557,0.23227360397819521,0.06674274753503241,-0.1411690525024613,34,0.5654977226958555,14,0.6225618294307164,20,0.603073388338089,39,0.51681576248927,22,0.5814933316274122,22,0.5544237020340833,26,0.60417312842149,26,0.5669672328692216,0.11458553016531878,0.0011505625600378032,0.006693761045140757,0.12242985377049734,0.0020971520000010843,0.012563773432200059,0.13289647520269632,1.2364439648104772,358,0.9724206328392029,3.635350683505116,bas1
32500,650.0,2.9282,5,208,256,43,0.07921490491935401,0.0003808408890353558,0.5710658141626761,0.13781106302277743,0.6690201553014609,0.18085759046426347,188,3,1.1063829787234043,0.1778846153846154,0.2475202434872469,0.06729016869009768,-0.15635842801306757,37,0.5654909642967018,14,0.6225618294307164,20,0.603073388338089,39,0.51681576248927,22,0.5814933316274122,22,0.5544237020340833,27,0.6084655258390639,27,0.5743196893621374,0.11978898089468246,0.0011807932188835609,0.012241819419184757,0.13321159353275078,0.0021299200000011215,0.013141651123447756,0.14422332465619742,2.0010062613622877,377,0.9731425046920776,2.5730226330917736,bas1
33000,660.0,2.924,5,213,256,38,0.08124264153229888,0.00038142085226431396,0.5707364345380398,0.13740705297903752,0.6669410009619215,0.1804945002437525,192,3,1.109375,0.18309859154929578,0.2391210278729581,0.06318615488397192,-0.13283420954790207,39,0.5654870363382193,15,0.6074589550495147,20,0.603073388338089,41,0.5222960608761485,22,0.5814933316274122,22,0.5544237020340833,27,0.6084655258390639,27,0.5743196893621374,0.12437027101368608,0.0012112462711793863,0.007151170302846314,0.13273268758771178,0.0021626880000011586,0.01365042767766796,0.1442204272653786,1.6700589170051623,377,0.9844156503677368,2.5730226330917736,bas1
33500,670.0,2.9193,4,217,256,35,0.08329698056695634,0.00038385705330394625,0.5686872068638077,0.13739315443011624,0.6673509812300107,0.1811588138112907,196,3,1.1071428571428572,0.17972350230414746,0.22090079310292202,0.05870962207796469,-0.13089181211201267,40,0.5615703381597996,16,0.5971820242702961,21,0.5929555523963201,42,0.5240465672243209,22,0.5814933316274122,22,0.5544237020340833,27,0.6084655258390639,27,0.5743196893621374,0.13008126742406956,0.001242164421767993,0.02022103364609381,0.15154446549193137,0.002195456000001196,0.014284789160058632,0.16363379865198882,2.066424224648154,398,0.9572252631187439,1.834836372467273,bas1
34000,680.0,2.9134,3,219,256,34,0.08536282911154558,0.00038978460781527663,0.569341067854128,0.13716188763927029,0.6676209311779231,0.18116012280252702,198,3,1.106060606060606,0.1780821917808219,0.22003507956519255,-0.004384255430694375,-0.13145517663245715,40,0.5607400499284267,16,0.5971820242702961,21,0.5929555523963201,42,0.5240465672243209,22,0.5814933316274122,23,0.5562952614348867,28,0.6123171831880297,27,0.5743196893621374,0.14208435662797436,0.0012732184347990128,0.020115071768825158,0.16347264683159854,0.002228224000001233,0.015618380493822337,0.17686280332541965,2.6669512663388044,415,0.9588008522987366,0.6556207221246249,bas1
34500,690.0,2.9068,3,221,256,32,0.08752465308862156,0.0003960391542471564,0.5703186500665829,0.13733604833808777,0.6662879181663375,0.18193863215781597,199,3,1.1105527638190955,0.18099547511312217,0.21815896664965595,-0.03702761832776213,-0.11729470936532053,41,0.5608540577132527,17,0.6084838719928966,21,0.5929555523963201,42,0.5240465672243209,22,0.5814933316274122,23,0.5562952614348867,28,0.6123171831880297,27,0.5743196893621374,0.15011854384773332,0.0013057720872794367,0.011186587105293824,0.1626109030403066,0.00226099200000127,0.016511038740005184,0.1768609497803105,2.173987295897735,415,0.9726250767707825,0.6556207221246249,bas1
35000,700.0,2.9008,3,231,256,22,0.08968951169299544,0.00038826628438526166,0.5700381505282927,0.1365878129168213,0.6692171936685388,0.1812516628119197,206,3,1.1213592233009708,0.19913419913419914,0.21367213156947787,-0.0521548157950667,-0.13119240594379938,42,0.5609626365559441,17,0.6084838719928966,22,0.5886392593383789,44,0.5201600525866855,23,0.5866615072540615,23,0.5562952614348867,29,0.6049880138758955,31,0.5840126487516588,0.15402058070012883,0.001338090999091004,0.006850929418266658,0.16220960111748647,0.0022937600000013073,0.016944548939729454,0.17686039005721463,1.843365027125015,415,0.9830945730209351,0.6556207221246249,bas1
35500,710.0,2.8963,3,240,256,13,0.09193030109599931,0.00038304292123333045,0.5708451087276141,0.13527805341192548,0.6700543481856585,0.18040105739005644,215,3,1.1162790697674418,0.19166666666666668,0.2154077251610704,-0.04389630772158077,-0.13105973478526045,45,0.5616304563151465,19,0.6006514100651992,24,0.5932239269216856,44,0.5201600525866855,24,0.5867470254500707,24,0.5609037118653456,29,0.6049880138758955,31,0.5840126487516588,0.15598970625107664,0.0013715423953461518,0.004662269480265858,0.16202351812668864,0.0023265280000013444,0.017163416718559893,0.17686040684524718,1.5990315008179012,415,0.9901981353759766,0.6556207221246249,bas1
36000,720.0,2.893,3,245,256,8,0.09429814629038447,0.0003848903930219774,0.5703623472427836,0.13402573068927223,0.6686275796014436,0.17964449605254548,217,3,1.1290322580645162,0.20816326530612245,0.21711362858845015,-0.039486676199380344,-0.11639983934265707,47,0.5617914738807273,19,0.6006514100651992,25,0.5894148540496826,45,0.5200463831424713,24,0.5867470254500707,25,0.5621506917476654,29,0.6049880138758955,31,0.5840126487516588,0.15704500591354276,0.0014069197332729484,0.0034866960114319956,0.1619386216582477,0.0023592960000013816,0.01728097228978174,0.17686029794802807,1.4045858955404302,416,0.9945821166038513,0.6556207221246249,bas1
36500,730.0,2.8913,3,251,256,2,0.09689879354846198,0.00038605097031259756,0.5722541837578276,0.133903331907985,0.6665438607156989,0.17858020266786578,222,3,1.1306306306306306,0.21115537848605578,0.2230304117086085,-0.02723307918566369,-0.1002402892539029,48,0.5663503588487705,19,0.6006514100651992,25,0.5894148540496826,47,0.5226389163352073,24,0.5867470254500707,27,0.5739480599209115,29,0.6049880138758955,32,0.5817508455365896,0.15765937349613549,0.0014453618435803918,0.0027977212907910774,0.16190245663050695,0.0023920640000014187,0.017349870483101625,0.17686026311360717,1.2420997210215905,416,0.9970818758010864,0.6556207221246249,bas1
37000,740.0,2.889,3,257,512,252,0.09969374040520051,0.0003879133867906635,0.5728814814109283,0.13407084435442013,0.6630271510855233,0.17930200484309283,224,3,1.1473214285714286,0.23346303501945526,0.22169291497097182,-0.04933672802705529,-0.07364386014294563,49,0.5663312570172914,19,0.6006514100651992,27,0.5934326626636364,48,0.5221480801701546,25,0.594849681854248,28,0.5696507532681737,29,0.6049880138758955,32,0.5817508455365896,0.158053920299913,0.0014868308548432853,0.0023497371696268032,0.16189048832438308,0.002424832000001456,0.017394673352305604,0.17686032967668722,1.1023139960500408,416,0.9984534978866577,0.6556207221246249,bas1
37500,750.0,2.8869,3,262,512,247,0.10236058905138634,0.0003906892711884975,0.5725021700140174,0.13385683104569845,0.6629498748833896,0.17923910307724197,227,3,1.1541850220264318,0.24427480916030533,0.2097622238941314,-0.03845940645051259,-0.07618993014783126,49,0.5664444802975168,19,0.6006514100651992,30,0.5808242698510487,49,0.5268485108200385,25,0.594849681854248,28,0.5696507532681737,29,0.6049880138758955,33,0.5824542894507899,0.15833512694854973,0.0015263933064693295,0.0020292834554806235,0.1618908037104997,0.002457600000001493,0.017427104076579256,0.17686030778707745,0.9802525797713328,416,0.9984719157218933,0.6556207221246249,bas1
38000,760.0,2.8838,2,267,512,243,0.10518215768024675,0.0003939406654690889,0.5714792835801729,0.13426184390226845,0.6639273343014807,0.1802262043150503,230,3,1.1608695652173913,0.2546816479400749,0.20807792505725867,-0.031109067335089,-0.08134959194567949,49,0.5664444802975168,21,0.5899586975574493,32,0.5787921212613583,50,0.5241473567485809,25,0.594849681854248,27,0.5688201067624269,30,0.6086988111337026,33,0.5824542894507899,0.16034712621743935,0.0015688021592320275,0.003752752669460046,0.16566868104613142,0.00249036800000153,0.01765222303814337,0.18083053608427324,0.9628005467334069,436,0.9706307649612427,0.502650958600267,bas1
38500,770.0,2.8796,1,275,512,236,0.10810646332538454,0.0003931144120923074,0.5716512054746801,0.1330645438412862,0.6641513435407118,0.17900047354064988,234,4,1.1752136752136753,0.2727272727272727,0.19139719944661773,-0.017344694349033817,-0.09001609438944273,53,0.5635721846571509,22,0.5832800323312933,34,0.578291209305034,51,0.5248264366505193,25,0.594849681854248,27,0.5688201067624269,31,0.6139926198990114,32,0.5878559211269021,0.16313273649089646,0.0016109378199262213,0.005918417938133833,0.1706620922489565,0.0025231360000015674,0.01796367654161144,0.18610263279056638,1.1450044596889808,455,0.966109573841095,0.13333287337908956,bas1
39000,780.0,2.8752,1,280,512,231,0.11174276749443379,0.0003990813124801207,0.5721200824848243,0.13324794692606304,0.6623620540968009,0.18002966425578998,237,4,1.1814345991561181,0.2785714285714286,0.15445634104586076,-0.060739031905551515,-0.08142152284464249,53,0.5635721846571509,22,0.5832800323312933,34,0.578291209305034,54,0.5283611913522085,25,0.594849681854248,27,0.5688201067624269,32,0.6089810840785503,33,0.5933924705693217,0.16517910357568483,0.0016658905225128114,0.003620023597000755,0.1704650176951984,0.0025559040000016045,0.018193515689503417,0.1861026293847002,0.9705118754620932,455,0.9780999422073364,0.13333287337908956,bas1
39500,790.0,2.8719,1,288,512,223,0.11551336485717911,0.0004010880724207608,0.5712390295747254,0.13306932915980796,0.660531603731215,0.179246039853728,244,5,1.180327868852459,0.2708333333333333,0.12985479739977318,-0.0464836992447428,-0.07513446831025233,54,0.5636062991839869,23,0.5918599418971849,36,0.5778459542327457,56,0.526056920843465,26,0.5874455009515469,27,0.5688201067624269,32,0.6089810840785503,34,0.5908399758970037,0.16619749995783883,0.00172272677773142,0.0024614697832732076,0.17038169651884347,0.0025886720000016417,0.01830959787910634,0.18610262239794817,0.8417974691149153,455,0.986396849155426,0.13333287337908956,bas1
40000,800.0,2.8694,1,290,512,221,0.11865460383705795,0.00040915380633468255,0.5692545901084768,0.13350811677865365,0.6597918499132682,0.17837134110032649,244,5,1.1885245901639345,0.2793103448275862,0.10594475818852976,-0.04218980123891965,-0.09282195940314807,55,0.5598888809030707,24,0.5836998907228311,36,0.5730702363782458,56,0.526056920843465,27,0.5874924803221667,27,0.5688201067624269,32,0.6089810840785503,33,0.5904119601755431,0.16673295439637656,0.001772958580447482,0.0018457432159287661,0.1703516561927528,0.002621440000001679,0.01837239102836395,0.18610260722111507,0.7401059006830861,458,0.9910771250724792,0.13333287337908956,bas1
40500,810.0,2.8671,1,293,512,218,0.12283719108745572,0.00041923956002544617,0.5689967611340533,0.13383415725984543,0.6601528333112241,0.17763134453336551,247,5,1.1862348178137652,0.2764505119453925,0.09487349062098914,-0.03775695082324469,-0.10256905501611059,55,0.5598888809030707,24,0.5836998907228311,36,0.5730702363782458,57,0.5238864657125974,28,0.5829979766692434,27,0.5688201067624269,33,0.6138068853002606,33,0.5904119601755431,0.167033434657574,0.0018363290926231989,0.0014779170077437976,0.17034768075794102,0.002654208000001716,0.018409178004252496,0.1861026507621918,0.6543726916725129,458,0.9950514435768127,0.13333287337908956,bas1
41000,820.0,2.8651,1,299,512,212,0.12702806225934182,0.000424843017589772,0.5699481303277223,0.13328328885646923,0.6617422015172582,0.17661561304086354,248,6,1.2056451612903225,0.29431438127090304,0.08875170835109158,-0.03791668580195444,-0.11882101731701393,57,0.560082757682131,25,0.591924432516098,39,0.5745852895272083,57,0.5238864657125974,28,0.5829979766692434,27,0.5688201067624269,33,0.6138068853002606,33,0.5904119601755431,0.16721729041242311,0.0018997477555819657,0.0012396610187544895,0.17035669918675958,0.002686976000001753,0.01843300758380421,0.18610273077056205,0.5806755606547789,458,0.9973292350769043,0.13333287337908956,bas1
41500,830.0,2.8639,1,310,512,201,0.131138063097751,0.00042302600999274514,0.5677587889855907,0.1336447229037027,0.6644393285436015,0.17615463406110854,257,6,1.206225680933852,0.2967741935483871,0.08529856616071929,-0.03729277178186339,-0.1399266308430972,58,0.5568115742042147,27,0.5818876072212502,39,0.5745852895272083,61,0.5222785546154273,29,0.5870449902682469,27,0.5688201067624269,34,0.6075117202366099,35,0.5912435335772378,0.16733969704953292,0.001961069906779898,0.0010714630874574685,0.1703722300437703,0.0027197440000017903,0.01845010489710506,0.18610259094087359,0.516383265671376,459,0.9972017407417297,0.13333287337908956,bas1
