tick,t,ms_per_tick,fauna_n,flora_n,capacity,free_slots,flora_mass,flora_mass_mean,struct_mean,struct_std,uptake_mean,uptake_std,cells_occupied,per_cell_max,per_cell_mean,shared_cell_frac,struct_temp_corr,uptake_nutr_corr,uptake_mass_corr,flora_band0,struct_band0,flora_band1,struct_band1,flora_band2,struct_band2,flora_band3,struct_band3,flora_band4,struct_band4,flora_band5,struct_band5,flora_band6,struct_band6,flora_band7,struct_band7,nutr_free,nutr_in_flora,nutr_in_detritus,nutr_total,nutr_added,nutr_lost,nutr_unaccounted,detritus_mass,detritus_cells,detritus_struct,fauna_mass,label
0,0.0,0.0387,12,128,256,116,0.045513171891798265,0.00035557165540467395,0.5761594178620726,0.14363133703693706,0.6452383771538734,0.18295928674279385,128,1,1.0,0.0,0.17063976743223772,0.0,0.04007453709194643,18,0.5430584284994338,12,0.6191241790850958,12,0.5958614697058996,20,0.540527880191803,12,0.5848491688569387,16,0.5718473792076111,24,0.5905797816812992,14,0.5886646807193756,0.0,0.0007060730424039477,0.0,0.0007060730424039477,0.0,0.0,0.0007060730424039477,0.0,0,0.0,7.300537331031203,rik
